4500;0.700;0.000
4600;0.800;0.000
4700;0.805;0.022
4800;0.900;0.000
4900;0.905;0.022
5000;1.000;0.000
5100;1.100;0.000
5200;1.105;0.022
5300;1.230;0.046
5400;1.400;0.000
5500;1.405;0.022
5600;1.600;0.000
5700;1.700;0.000
5800;1.900;0.000
5900;2.005;0.022
6000;2.200;0.000
6100;2.405;0.022
6200;2.705;0.022
6300;3.005;0.022
6400;3.405;0.022
6500;3.905;0.022
6600;4.600;0.000
6700;5.400;0.000
6800;6.525;0.043
6900;4.575;4.575
